Index,Organization Id,Name,Website,Country,Description,Founded,Industry,Number of employees
981,dA93C00aAaecbD7,"Frederick, Richardson and Golden",https://www.gibson-knapp.com/,Saint Lucia,Cross-group homogeneous interface,2018,Business Supplies / Equipment,988
982,e8540A08EBB1afb,Horn Ltd,http://www.bishop.com/,Western Sahara,Optimized empowering analyzer,1987,Design,6457
983,7e5B1EFdF331ea8,Larson-Terrell,https://clay.com/,Vanuatu,Expanded static archive,1983,Security / Investigations,3119
984,4b83f42F3A5d11D,Rivas and Sons,https://cherry.com/,Lebanon,Programmable bi-directional process improvement,2015,Media Production,1154
985,c0b9859ccb7BBfD,Rogers Group,https://www.sullivan-small.com/,China,Quality-focused heuristic success,2005,Executive Office,6011
986,7A8c00488F7EE5c,Rojas LLC,http://dyer.org/,New Zealand,Stand-alone bandwidth-monitored array,2020,Business Supplies / Equipment,4850
987,5aa33ECBeAe70E6,Avila-Clements,http://bartlett.biz/,French Guiana,Enterprise-wide discrete emulation,2011,Machinery,6797
988,379ee8c4eFc924D,Werner PLC,https://daniel.biz/,Solomon Islands,Pre-emptive mission-critical archive,2017,Public Safety,966
989,dFcFDcbDE04eDBD,Cannon-Randall,https://curtis.com/,Burundi,Phased asynchronous neural-net,2018,Renewables / Environment,9389
990,bD6A6dC1D0dc67B,Santos Ltd,http://www.nguyen.net/,Bermuda,Open-architected motivating neural-net,2019,Sporting Goods,7520
991,032dCa45Fb6b46B,Lawson and Sons,http://nelson.com/,French Southern Territories,Re-engineered encompassing task-force,2011,Tobacco,2733
992,1BcDf04EFC39c1d,Moyer and Sons,https://mccall-hayden.com/,Afghanistan,Re-engineered value-added hierarchy,2020,Printing,8236
993,f8EC53f5DFf6C85,"Terry, Carey and Reilly",https://www.martin.com/,Somalia,Visionary incremental data-warehouse,1997,Computer Games,9719
994,666CbdfAefeF212,Baldwin LLC,http://pruitt.com/,Georgia,Multi-channeled full-range benchmark,2005,Industrial Automation,1313
995,C6f22b1eA1dEef3,Meyer Inc,https://www.carr-santana.com/,Myanmar,Managed systematic frame,1998,Investment Management / Hedge Fund / Private Equity,8433
996,84ea0Fb4DE1Ff64,Wong Inc,https://may-mcgee.net/,Czech Republic,Proactive user-facing collaboration,1998,Business Supplies / Equipment,9367
997,375Cde9Cd13ca2A,"Jennings, Arias and Fitzgerald",http://sherman-collins.com/,El Salvador,Cross-platform homogeneous firmware,1988,Plastics,8991
998,E197614fDc81EAD,Bonilla-Stanton,https://cook.com/,South Georgia and the South Sandwich Islands,Digitized web-enabled solution,1984,Wireless,7519
999,3E9809Ee9EAff56,"Becker, Pollard and Fitzgerald",https://www.mercer-mata.net/,Guyana,Universal zero tolerance complexity,1978,Building Materials,4991
1000,A548027d9dc6720,Cameron LLC,https://www.mckay.com/,Iran,Future-proofed dedicated productivity,2007,Staffing / Recruiting,8888
